"id","email","phone","password_hash","role_id","status","full_name","address","created_at","updated_at"
"51502b65-2cd3-5d7a-b607-7de2514e0caf","dich.vu.san.bay.phong.cho.thuong.gia.web3@partner.voucherhub.vn","0903300012","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Dịch Vụ Sân Bay & Phòng Chờ Thương Gia","Sân bay Quốc tế Tân Sơn Nhất - Vé người lớn Thời gian sử dụng tại Phòng khách là tối đa 03 giờ trước giờ khởi hành ban đầu Địa điểm áp dụng: Tầng 4, Khu cách ly Quốc nội, Nhà ga T3, Cảng HKQT Tân Sơn Nhất Vị trí: Ga đi Quốc nội - Sân Bay Tân Sơn Nhất - TP Hồ Chí Minh","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"76b32213-cb0f-55e5-aa10-6112c976a421","vinfast.viet.nam.web3@partner.voucherhub.vn","0903300013","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện VinFast Việt Nam","TTTM Vincom Mega Mall Times City, 458 Minh Khai, Hai Bà Trưng, Hà Nội","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"5b2316c6-7a7c-5170-8d4d-518e1dd6771f","tap.doan.vang.bac.da.quy.doji.web3@partner.voucherhub.vn","0903300014","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Tập Đoàn Vàng Bạc Đá Quý DOJI","Số 5 Lê Duẩn, Phường Điện Biên, Quận Ba Đình, Hà Nội","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"470c5133-62a3-5e22-882d-670233938cf1","banh.trung.thu.du.nhien.web3@partner.voucherhub.vn","0903300015","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Bánh Trung Thu Du Nhiên","Số 10 ngõ 102 Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"b4f26a9b-921e-569d-9654-afc042295c77","chicken.plus.web3@partner.voucherhub.vn","0903300016","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Chicken Plus","232 Hai Bà Trưng, Phường Tân Định, Quận 1, TP.HCM","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"33db87e0-91a9-5018-91a2-56dac8098438","nha.hang.chay.tam.vi.web3@partner.voucherhub.vn","0903300017","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Nhà Hàng Chay Tầm Vị","50B Châu Long - Ba Đình - Hà Nội","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"42b2d8ca-373b-5e9f-b14f-aafc71cbddec","lotte.mart.web3@partner.voucherhub.vn","0903300018","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Lotte Mart","săn view đẳng cấp tại Hà Nội","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"688b712c-6231-5178-933d-ad99eda928c3","mala.panda.web3@partner.voucherhub.vn","0903300019","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Mala Panda","Tầng 6, Vạn Hạnh Mall, 11 Sư Vạn Hạnh, Quận 10, TP.HCM","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"bd715c42-0754-50c8-b52a-5ba56415d589","khu.vui.choi.lotty.friends.web3@partner.voucherhub.vn","0903300020","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Khu Vui Chơi Lotty Friends","Vincom Times City Lotty Friends là khu vui chơi trong nhà đầu tiên được Lotte World phát triển tại Hà Nội","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"0fb924b6-0dba-5921-a8fb-f65949c4a2f4","the.hanoi.train.tau.ha.noi.5.cua.o.web3@partner.voucherhub.vn","0903300021","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện The Hanoi Train (Tàu Hà Nội 5 Cửa Ô)","Cửa 1C, sảnh Bắc - Ga Hà Nội","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"68f6db5d-b040-53ba-8329-054e8fabf93d","sau.kid.playground.web3@partner.voucherhub.vn","0903300022","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Sâu Kid Playground","Tầng 3, Lô 05-06-07 toà ROX Center Goldmark City, 136 Hồ Tùng Mậu, Bắc Từ Liêm, Hà Nội","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"33dc57ee-9566-54f1-97a5-957e73b589a5","buffet.sen.hang.tre.web3@partner.voucherhub.vn","0903300023","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Buffet Sen Hàng Tre","72B phố Trần Hưng Đạo, phường Trần Hưng Đạo, Quận Hoàn Kiếm, TP Hà Nội","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"d5f8682f-23b8-5661-bb5f-45a82b011463","he.thong.du.thuyen.vinh.ha.long.web3@partner.voucherhub.vn","0903300024","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Hệ Thống Du Thuyền Vịnh Hạ Long","quầy bar, tiền Tip và chi phí cá nhân khác Xe limousine hiện đại hai chiều cao tốc từ Phố Cổ Hà Nội","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"646d13e5-3b25-5510-8068-c9a35f3d12b7","sieu.thi.dien.may.cho.lon.web3@partner.voucherhub.vn","0903300025","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Siêu Thị Điện Máy Chợ Lớn","Áp dụng tại toàn bộ hệ thống cửa hàng trên toàn quốc","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"40a9fe38-65cb-51aa-9924-8b543b234ecc","nha.hang.ngu.phan.web3@partner.voucherhub.vn","0903300026","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Nhà Hàng Ngư Phàn","Lô B2-R6-27-28 tầng B2, TTTM Vincom Mega Mall Royal City, số 72A Đường Nguyễn Trãi, Phường Thanh Xuân, TP. H","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"a1f618ed-0d9e-587a-930f-8a04547a6a84","life4cuts.photo.studio.web3@partner.voucherhub.vn","0903300027","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Life4Cuts Photo Studio","Tầng 3, Lotte Mall West Lake, 272 Võ Chí Công, Tây Hồ, Hà Nội","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"fc9712fb-0cd9-5214-87fd-cea7ef4a4447","thanh.pho.du.lich.sinh.thai.son.tien.web3@partner.voucherhub.vn","0903300028","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Thành Phố Du Lịch Sinh Thái Sơn Tiên","Quốc Lộ 51, Khu phố 4, Phường An Hòa, TP. Biên Hòa, Tỉnh Đồng Nai","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"fe67d325-1f5e-5f44-889b-3fcb4ab4e74f","xe.buyt.2.tang.city.sightseeing.web3@partner.voucherhub.vn","0903300029","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Xe Buýt 2 Tầng City Sightseeing","Sài Gòn Xe Thoáng Nóc: (10 xe) Tầng 1: 12 ghế + 4 chỗ đứng và xe lăn Tầng 2: 42 ghế Xe Có Mái: (2 xe) Tầng 1: 12 ghế mềm + 4 chỗ đứng và xe lăn Tầng 2: 40 ghế (20 bên ngoài, 20 bên trong) Xe 1 Tầng: (3 xe) Tầng dưới: 6 ghế và xe lăn Tầng trên: 29 ghế Địa điểm đón khách : Quầy kiosk màu đỏ với logo City Sightseeing Sài Gòn tại Nhà hát Thành Phố - Số 7 Công Trường Lam Sơn, Phường Sài Gòn, TP. Hồ Chí Minh","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"585d4086-8b28-5cb4-8d9b-e2a79f8444da","spicy.box.web3@partner.voucherhub.vn","0903300030","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Spicy Box","Tầng B2, Saigon Centre, 65 Lê Lợi, Phường Bến Nghé, Quận 1, TP.HCM","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"6bb5a6bc-3c67-57ac-a8b1-5f262bfc6bb3","chuk.tea.coffee.web3@partner.voucherhub.vn","0903300031","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Chuk Tea & Coffee","119 Hồ Tùng Mậu, Phường Bến Nghé, Quận 1, TP.HCM","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"f3abc4a7-be1b-5662-a594-a4c21ff76e15","tocotoco.tea.web3@partner.voucherhub.vn","0903300032","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện ToCoToCo Tea","95 Hàng Bông, Phường Hàng Gai, Quận Hoàn Kiếm, Hà Nội","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"269a4347-dc57-5c1a-8303-5b091acd2044","du.thuyen.song.huong.ngu.thuyen.hueritage.web3@partner.voucherhub.vn","0903300033","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Du Thuyền Sông Hương Ngự Thuyền Hueritage","49 Lê Lợi, Phường Phú Hội, TP. Huế, Tỉnh Thừa Thiên Huế","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"1bbec69a-329d-50cc-bf94-51586a06cb0d","he.thong.vinwonders.vinpearl.web3@partner.voucherhub.vn","0903300034","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Hệ Thống VinWonders & Vinpearl","Đường Võ Chí Công, Xã Bình Minh, Huyện Thăng Bình, Tỉnh Quảng Nam","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"4b090086-8f54-5590-924e-a92d7c41e031","mebayluon.paragliding.du.luon.web3@partner.voucherhub.vn","0903300035","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Mebayluon Paragliding (Dù Lượn)","Xã Nam Phương Tiến, Huyện Chương Mỹ, Hà Nội","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"bdf5bafe-96f7-571f-abcc-214df74401bc","tap.doan.sun.world.web3@partner.voucherhub.vn","0903300036","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Tập Đoàn Sun World","nhà hát Ầu Ơ Đà Nẵng","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"0565ea44-a10c-53d6-91fd-41f540bead6f","khu.du.lich.quoc.te.doi.rong.dragon.ocean.web3@partner.voucherhub.vn","0903300037","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Khu Du Lịch Quốc Tế Đồi Rồng (Dragon Ocean)","Phường Vạn Hương, Quận Đồ Sơn, TP. Hải Phòng","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"57b1e029-cee1-5864-999f-7fcb28bc0012","khu.vui.choi.giai.tri.quoc.te.tuan.chau.park.web3@partner.voucherhub.vn","0903300038","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Khu Vui Chơi Giải Trí Quốc Tế Tuần Châu Park","Đảo Tuần Châu, TP. Hạ Long, Tỉnh Quảng Ninh","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"0d98d5c2-0bfc-5cb5-9e72-5dee097d6c1b","khu.du.lich.sinh.thai.ban.mong.web3@partner.voucherhub.vn","0903300039","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Khu Du Lịch Sinh Thái Bản Mòng","Bản Mòng, Xã Hua La, TP. Sơn La, Tỉnh Sơn La","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"5a03e288-25b1-58c7-9678-4c5d770a914d","cong.vien.nuoc.ttc.mekong.aqua.park.web3@partner.voucherhub.vn","0903300040","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Công Viên Nước TTC Mekong Aqua Park","547D Nguyễn Đình Chiểu, Xã Phú Hưng, TP. Bến Tre","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"76ecff76-fa8e-518b-8981-78fb13227a82","cong.vien.nuoc.mikazuki.365.da.nang.web3@partner.voucherhub.vn","0903300041","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Công Viên Nước Mikazuki 365 Đà Nẵng","sao nên chọn công viên nước Đà Nẵng","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"e181d9ed-ded8-51f0-b111-8b29f6ad2d98","cap.treo.chua.huong.huong.binh.web3@partner.voucherhub.vn","0903300042","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Cáp Treo Chùa Hương - Hương Bình","du lịch văn hóa, tín ngưỡng nổi tiếng mà còn đem lại cho du khách những trải nghiệm đầy ấn tượng giữa cảnh quan thiên nhiên hoang sơ của vùng đất Hòa Bình và Hà Nội","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"a89d402b-a86e-5efd-99bb-763965397da5","khu.du.lich.sinh.thai.medi.thien.son.web3@partner.voucherhub.vn","0903300043","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Khu Du Lịch Sinh Thái Medi Thiên Sơn","Medi Thiên Sơn - điểm nghỉ dưỡng lý tưởng tuyệt vời cho bạn và gia đình Medi Thiên Sơn Suối Ngà viên kim cương đắt giá của đất mẹ Ba Vì Đôi nét về Medi Sơn Suối Ngà Medi Thiên Sơn Suối Ngà viên kim cương đắt giá của đất mẹ Ba Vì tọa tại xã Vân Hòa và nằm cách trung tâm thành phố Hà Nội","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"bee2f5ce-3487-5032-8f4b-eba672811a29","khu.nghi.duong.wyndham.lynn.times.thanh.thuy.web3@partner.voucherhub.vn","0903300044","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Khu Nghỉ Dưỡng Wyndham Lynn Times Thanh Thủy","Xã Bảo Yên, Huyện Thanh Thủy, Tỉnh Phú Thọ","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"c12b85d1-d76a-5c0e-9e14-f58b66941540","bao.tang.lang.gom.bat.trang.web3@partner.voucherhub.vn","0903300045","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Bảo Tàng & Làng Gốm Bát Tràng","thôn 5, xã Bát Tràng, huyện Gia Lâm, thành phố Hà Nội","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"4cf69f65-4e96-56fb-ad3a-929561733765","trai.nghiem.tham.quan.lang.gom.web3@partner.voucherhub.vn","0903300046","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Trải Nghiệm Tham Quan Làng Gốm","hẹn trước tại Hà Nội","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"e7299551-854b-5d41-a5b6-0deddd3d8752","khu.du.lich.cau.kinh.rong.may.sapa.web3@partner.voucherhub.vn","0903300047","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Khu Du Lịch Cầu Kính Rồng Mây Sapa","Đèo Ô Quy Hồ, Xã Sơn Bình, Huyện Tam Đường, Tỉnh Lai Châu","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"3960d64c-051e-5023-9f97-f0c6a0616100","show.dien.thuc.canh.hoa.lu.vu.hoa.web3@partner.voucherhub.vn","0903300048","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Show Diễn Thực Cảnh Hoa Lư Vũ Họa","Quần thể danh thắng Tràng An, Xã Ninh Xuân, Huyện Hoa Lư, Ninh Bình","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"2ca0ddae-2d75-515f-8429-a74f9478cd84","nha.hat.nghe.thuat.truyen.thong.web3@partner.voucherhub.vn","0903300049","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Nhà Hát Nghệ Thuật Truyền Thống","Nhà Hát Kim Mã (Số 71 Kim Mã - Ba Đình - Hà Nội","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"c31270b2-7f85-537a-b786-d0ae5ae0a7bc","san.khau.minishow.live.concert.web3@partner.voucherhub.vn","0903300050","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Sân Khấu Minishow & Live Concert","Cung điền kinh Hà Nội","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"ee95ca4f-765e-59f6-b5ee-f2630914ff88","show.dien.thuc.canh.tinh.hoa.bac.bo.web3@partner.voucherhub.vn","0903300051","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Show Diễn Thực Cảnh Tinh Hoa Bắc Bộ","Khu du lịch Baara Land, Xã Sài Sơn, Huyện Quốc Oai, Hà Nội","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"7beb10b2-bc38-5f00-97c2-11031dbb0e07","nha.hat.charming.da.nang.show.web3@partner.voucherhub.vn","0903300052","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Nhà Hát Charming Đà Nẵng Show","02 Cách Mạng Tháng Tám, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"0fd4a0df-649d-5ee4-9eb2-0c7fbbba247c","nha.hat.do.canh.dieu.vega.city.nha.trang.web3@partner.voucherhub.vn","0903300053","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Nhà Hát Đó - Cánh Diều (Vega City Nha Trang)","Bãi Tiên, Phường Vĩnh Hòa, TP. Nha Trang, Tỉnh Khánh Hòa","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"4da87262-dd28-5320-a371-601d985ae514","cheo.sup.song.hong.web3@partner.voucherhub.vn","0903300054","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Chèo Sup Sông Hồng","Ngõ 264 Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"a0ccdf4d-67ff-59b1-9b3d-d57d12f9b38d","du.thuyen.song.sai.gon.elisa.floating.restaurant.web3@partner.voucherhub.vn","0903300055","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Du Thuyền Sông Sài Gòn (Elisa Floating Restaurant)","Số 5 Nguyễn Tất Thành, Phường 12, Quận 4, TP.HCM","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"b5cbebfa-d286-570c-944c-3c94b2c3322f","tau.hoa.du.lich.damitrans.web3@partner.voucherhub.vn","0903300056","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Tàu Hỏa Du Lịch Damitrans","120 Lê Duẩn, Phường Cửa Nam, Quận Hoàn Kiếm, Hà Nội","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
"9af3d18d-77e3-5832-85c9-71d99c864044","nha.xe.hanh.cafe.web3@partner.voucherhub.vn","0903300057","$2b$10$wB.fzs.yyUvSxM4nu2x6duc/oEiqKfeu8u5MFXnLswLBh2lTJcRf.","3","active","Đại Diện Nhà Xe Hạnh Café","Áp dụng tại toàn bộ hệ thống cửa hàng trên toàn quốc","2026-08-26T00:00:00.000Z","2026-08-26T00:00:00.000Z"
